case,n,k,rate,nu,binary_rows,structural_kernel_dimension,target_rank,instance,source,rank_matrix,kernel_dimension,expected_kernel_dimension,deficiency
self_orthogonal,24,8,0.3333333333333333,5,640,25,551,69,pep_derived,551,25,25,0
self_orthogonal,24,8,0.3333333333333333,5,640,25,551,70,pep_derived,551,25,25,0
self_orthogonal,24,8,0.3333333333333333,5,640,25,551,71,pep_derived,551,25,25,0
self_orthogonal,24,8,0.3333333333333333,5,640,25,551,72,pep_derived,551,25,25,0
self_orthogonal,24,8,0.3333333333333333,5,640,25,551,73,pep_derived,551,25,25,0
self_orthogonal,24,8,0.3333333333333333,5,640,25,551,74,pep_derived,551,25,25,0
self_orthogonal,24,8,0.3333333333333333,5,640,25,551,75,pep_derived,551,25,25,0
self_orthogonal,24,8,0.3333333333333333,5,640,25,551,76,pep_derived,551,25,25,0
self_orthogonal,24,8,0.3333333333333333,5,640,25,551,77,pep_derived,551,25,25,0
self_orthogonal,24,8,0.3333333333333333,5,640,25,551,78,pep_derived,551,25,25,0
self_orthogonal,24,8,0.3333333333333333,5,640,25,551,79,pep_derived,551,25,25,0
self_orthogonal,24,8,0.3333333333333333,5,640,25,551,80,pep_derived,551,25,25,0
self_orthogonal,24,8,0.3333333333333333,5,640,25,551,81,pep_derived,551,25,25,0
self_orthogonal,24,8,0.3333333333333333,5,640,25,551,82,pep_derived,551,25,25,0
self_orthogonal,24,8,0.3333333333333333,5,640,25,551,83,pep_derived,551,25,25,0
self_orthogonal,24,8,0.3333333333333333,5,640,25,551,84,pep_derived,551,25,25,0
self_orthogonal,24,8,0.3333333333333333,5,640,25,551,85,pep_derived,551,25,25,0
self_orthogonal,24,8,0.3333333333333333,5,640,25,551,86,pep_derived,551,25,25,0
self_orthogonal,24,8,0.3333333333333333,5,640,25,551,87,pep_derived,551,25,25,0
self_orthogonal,24,8,0.3333333333333333,5,640,25,551,88,pep_derived,551,25,25,0
self_orthogonal,24,8,0.3333333333333333,5,640,25,551,89,pep_derived,551,25,25,0
self_orthogonal,24,8,0.3333333333333333,5,640,25,551,90,pep_derived,551,25,25,0
self_orthogonal,24,8,0.3333333333333333,5,640,25,551,91,pep_derived,551,25,25,0
self_orthogonal,24,8,0.3333333333333333,5,640,25,551,92,pep_derived,551,25,25,0
self_orthogonal,24,8,0.3333333333333333,5,640,25,551,93,pep_derived,551,25,25,0
self_orthogonal,24,8,0.3333333333333333,5,640,25,551,94,pep_derived,551,25,25,0
self_orthogonal,24,8,0.3333333333333333,5,640,25,551,95,pep_derived,551,25,25,0
self_orthogonal,24,8,0.3333333333333333,5,640,25,551,96,pep_derived,551,25,25,0
self_orthogonal,24,8,0.3333333333333333,5,640,25,551,97,pep_derived,551,25,25,0
self_orthogonal,24,8,0.3333333333333333,5,640,25,551,98,pep_derived,551,25,25,0
self_orthogonal,24,8,0.3333333333333333,5,640,25,551,99,pep_derived,551,25,25,0
self_orthogonal,30,10,0.3333333333333333,5,1000,31,869,0,pep_derived,869,31,31,0
