n,k,rate,ell,nu,binary_rows,target_rank,instance,source,rank_matrix,rank_augmented,matrix_deficiency,K_rank_gain,K_gain_deficiency,deficiency
48,16,0.3333333333333333,1,70,2240,2304,10,pkp_derived,2240,2304,0,64,0,0
48,16,0.3333333333333333,1,70,2240,2304,11,pkp_derived,2240,2304,0,64,0,0
48,16,0.3333333333333333,1,70,2240,2304,12,pkp_derived,2240,2304,0,64,0,0
48,16,0.3333333333333333,1,70,2240,2304,13,pkp_derived,2240,2304,0,64,0,0
48,16,0.3333333333333333,1,70,2240,2304,14,pkp_derived,2240,2304,0,64,0,0
48,16,0.3333333333333333,1,70,2240,2304,15,pkp_derived,2240,2304,0,64,0,0
48,16,0.3333333333333333,1,70,2240,2304,16,pkp_derived,2240,2304,0,64,0,0
48,16,0.3333333333333333,1,70,2240,2304,17,pkp_derived,2240,2304,0,64,0,0
48,16,0.3333333333333333,1,70,2240,2304,18,pkp_derived,2240,2304,0,64,0,0
48,16,0.3333333333333333,1,70,2240,2304,19,pkp_derived,2240,2304,0,64,0,0
48,16,0.3333333333333333,1,70,2240,2304,20,pkp_derived,2240,2304,0,64,0,0
48,16,0.3333333333333333,1,70,2240,2304,21,pkp_derived,2240,2304,0,64,0,0
48,16,0.3333333333333333,1,70,2240,2304,22,pkp_derived,2240,2304,0,64,0,0
48,16,0.3333333333333333,1,70,2240,2304,23,pkp_derived,2240,2304,0,64,0,0
48,16,0.3333333333333333,1,70,2240,2304,24,pkp_derived,2240,2304,0,64,0,0
48,16,0.3333333333333333,1,70,2240,2304,25,pkp_derived,2240,2304,0,64,0,0
48,16,0.3333333333333333,1,70,2240,2304,26,pkp_derived,2240,2304,0,64,0,0
48,16,0.3333333333333333,1,70,2240,2304,27,pkp_derived,2240,2304,0,64,0,0
48,16,0.3333333333333333,1,70,2240,2304,28,pkp_derived,2240,2304,0,64,0,0
48,16,0.3333333333333333,1,70,2240,2304,29,pkp_derived,2240,2304,0,64,0,0
48,16,0.3333333333333333,1,70,2240,2304,30,pkp_derived,2240,2304,0,64,0,0
48,16,0.3333333333333333,1,70,2240,2304,31,pkp_derived,2240,2304,0,64,0,0
48,16,0.3333333333333333,1,70,2240,2304,32,pkp_derived,2240,2304,0,64,0,0
48,16,0.3333333333333333,1,70,2240,2304,33,pkp_derived,2240,2304,0,64,0,0
48,16,0.3333333333333333,1,70,2240,2304,34,pkp_derived,2240,2304,0,64,0,0
48,16,0.3333333333333333,1,70,2240,2304,35,pkp_derived,2240,2304,0,64,0,0
48,16,0.3333333333333333,1,70,2240,2304,36,pkp_derived,2240,2304,0,64,0,0
48,16,0.3333333333333333,1,70,2240,2304,37,pkp_derived,2240,2304,0,64,0,0
48,16,0.3333333333333333,1,70,2240,2304,38,pkp_derived,2240,2304,0,64,0,0
48,16,0.3333333333333333,1,70,2240,2304,39,pkp_derived,2240,2304,0,64,0,0
48,16,0.3333333333333333,1,70,2240,2304,40,pkp_derived,2240,2304,0,64,0,0
48,16,0.3333333333333333,1,70,2240,2304,41,pkp_derived,2240,2304,0,64,0,0
48,16,0.3333333333333333,1,70,2240,2304,42,pkp_derived,2240,2304,0,64,0,0
48,16,0.3333333333333333,1,70,2240,2304,43,pkp_derived,2240,2304,0,64,0,0
48,16,0.3333333333333333,1,70,2240,2304,44,pkp_derived,2240,2304,0,64,0,0
48,16,0.3333333333333333,1,70,2240,2304,45,pkp_derived,2240,2304,0,64,0,0
48,16,0.3333333333333333,1,70,2240,2304,46,pkp_derived,2240,2304,0,64,0,0
48,16,0.3333333333333333,1,70,2240,2304,47,pkp_derived,2240,2304,0,64,0,0
48,16,0.3333333333333333,1,70,2240,2304,48,pkp_derived,2240,2304,0,64,0,0
48,16,0.3333333333333333,1,70,2240,2304,49,pkp_derived,2240,2304,0,64,0,0
48,16,0.3333333333333333,1,70,2240,2304,50,pkp_derived,2240,2304,0,64,0,0
48,16,0.3333333333333333,1,70,2240,2304,51,pkp_derived,2240,2304,0,64,0,0
48,16,0.3333333333333333,1,70,2240,2304,52,pkp_derived,2240,2304,0,64,0,0
48,16,0.3333333333333333,1,70,2240,2304,53,pkp_derived,2240,2304,0,64,0,0
48,16,0.3333333333333333,1,70,2240,2304,54,pkp_derived,2240,2304,0,64,0,0
48,16,0.3333333333333333,1,70,2240,2304,55,pkp_derived,2240,2304,0,64,0,0
48,16,0.3333333333333333,1,70,2240,2304,56,pkp_derived,2240,2304,0,64,0,0
48,16,0.3333333333333333,1,70,2240,2304,57,pkp_derived,2240,2304,0,64,0,0
48,16,0.3333333333333333,1,70,2240,2304,58,pkp_derived,2240,2304,0,64,0,0
48,16,0.3333333333333333,1,70,2240,2304,59,pkp_derived,2240,2304,0,64,0,0
48,16,0.3333333333333333,1,70,2240,2304,60,pkp_derived,2240,2304,0,64,0,0
48,16,0.3333333333333333,1,70,2240,2304,61,pkp_derived,2240,2304,0,64,0,0
48,16,0.3333333333333333,1,70,2240,2304,62,pkp_derived,2240,2304,0,64,0,0
48,16,0.3333333333333333,1,70,2240,2304,63,pkp_derived,2240,2304,0,64,0,0
48,16,0.3333333333333333,1,70,2240,2304,64,pkp_derived,2240,2304,0,64,0,0
48,16,0.3333333333333333,1,70,2240,2304,65,pkp_derived,2240,2304,0,64,0,0
48,16,0.3333333333333333,1,70,2240,2304,66,pkp_derived,2240,2304,0,64,0,0
48,16,0.3333333333333333,1,70,2240,2304,67,pkp_derived,2240,2304,0,64,0,0
48,16,0.3333333333333333,1,70,2240,2304,68,pkp_derived,2240,2304,0,64,0,0
48,16,0.3333333333333333,1,70,2240,2304,69,pkp_derived,2240,2304,0,64,0,0
48,16,0.3333333333333333,1,70,2240,2304,70,pkp_derived,2240,2304,0,64,0,0
48,16,0.3333333333333333,1,70,2240,2304,71,pkp_derived,2240,2304,0,64,0,0
48,16,0.3333333333333333,1,70,2240,2304,72,pkp_derived,2240,2304,0,64,0,0
48,16,0.3333333333333333,1,70,2240,2304,73,pkp_derived,2240,2304,0,64,0,0
48,16,0.3333333333333333,1,70,2240,2304,74,pkp_derived,2240,2304,0,64,0,0
48,16,0.3333333333333333,1,70,2240,2304,75,pkp_derived,2240,2304,0,64,0,0
48,16,0.3333333333333333,1,70,2240,2304,76,pkp_derived,2240,2304,0,64,0,0
48,16,0.3333333333333333,1,70,2240,2304,77,pkp_derived,2240,2304,0,64,0,0
48,16,0.3333333333333333,1,70,2240,2304,78,pkp_derived,2240,2304,0,64,0,0
48,16,0.3333333333333333,1,70,2240,2304,79,pkp_derived,2240,2304,0,64,0,0
48,16,0.3333333333333333,1,70,2240,2304,80,pkp_derived,2240,2304,0,64,0,0
48,16,0.3333333333333333,1,70,2240,2304,81,pkp_derived,2240,2304,0,64,0,0
48,16,0.3333333333333333,1,70,2240,2304,82,pkp_derived,2240,2304,0,64,0,0
48,16,0.3333333333333333,1,70,2240,2304,83,pkp_derived,2240,2304,0,64,0,0
48,16,0.3333333333333333,1,70,2240,2304,84,pkp_derived,2240,2304,0,64,0,0
48,16,0.3333333333333333,1,70,2240,2304,85,pkp_derived,2240,2304,0,64,0,0
48,16,0.3333333333333333,1,70,2240,2304,86,pkp_derived,2240,2304,0,64,0,0
48,16,0.3333333333333333,1,70,2240,2304,87,pkp_derived,2240,2304,0,64,0,0
48,16,0.3333333333333333,1,70,2240,2304,88,pkp_derived,2240,2304,0,64,0,0
48,16,0.3333333333333333,1,70,2240,2304,89,pkp_derived,2240,2304,0,64,0,0
48,16,0.3333333333333333,1,70,2240,2304,90,pkp_derived,2240,2304,0,64,0,0
48,16,0.3333333333333333,1,70,2240,2304,91,pkp_derived,2240,2304,0,64,0,0
48,16,0.3333333333333333,1,70,2240,2304,92,pkp_derived,2240,2304,0,64,0,0
48,16,0.3333333333333333,1,70,2240,2304,93,pkp_derived,2240,2304,0,64,0,0
48,16,0.3333333333333333,1,70,2240,2304,94,pkp_derived,2240,2304,0,64,0,0
48,16,0.3333333333333333,1,70,2240,2304,95,pkp_derived,2240,2304,0,64,0,0
48,16,0.3333333333333333,1,70,2240,2304,96,pkp_derived,2240,2304,0,64,0,0
48,16,0.3333333333333333,1,70,2240,2304,97,pkp_derived,2240,2304,0,64,0,0
48,16,0.3333333333333333,1,70,2240,2304,98,pkp_derived,2240,2304,0,64,0,0
48,16,0.3333333333333333,1,70,2240,2304,99,pkp_derived,2240,2304,0,64,0,0
60,20,0.3333333333333333,1,88,3520,3600,0,pkp_derived,3520,3600,0,80,0,0
60,20,0.3333333333333333,1,88,3520,3600,1,pkp_derived,3520,3600,0,80,0,0
60,20,0.3333333333333333,1,88,3520,3600,2,pkp_derived,3520,3600,0,80,0,0
60,20,0.3333333333333333,1,88,3520,3600,3,pkp_derived,3520,3600,0,80,0,0
60,20,0.3333333333333333,1,88,3520,3600,4,pkp_derived,3520,3600,0,80,0,0
60,20,0.3333333333333333,1,88,3520,3600,5,pkp_derived,3520,3600,0,80,0,0
60,20,0.3333333333333333,1,88,3520,3600,6,pkp_derived,3520,3600,0,80,0,0
60,20,0.3333333333333333,1,88,3520,3600,7,pkp_derived,3520,3600,0,80,0,0
60,20,0.3333333333333333,1,88,3520,3600,8,pkp_derived,3520,3600,0,80,0,0
60,20,0.3333333333333333,1,88,3520,3600,9,pkp_derived,3520,3600,0,80,0,0
60,20,0.3333333333333333,1,88,3520,3600,10,pkp_derived,3520,3600,0,80,0,0
60,20,0.3333333333333333,1,88,3520,3600,11,pkp_derived,3520,3600,0,80,0,0
60,20,0.3333333333333333,1,88,3520,3600,12,pkp_derived,3520,3600,0,80,0,0
60,20,0.3333333333333333,1,88,3520,3600,13,pkp_derived,3520,3600,0,80,0,0
60,20,0.3333333333333333,1,88,3520,3600,14,pkp_derived,3520,3600,0,80,0,0
60,20,0.3333333333333333,1,88,3520,3600,15,pkp_derived,3520,3600,0,80,0,0
60,20,0.3333333333333333,1,88,3520,3600,16,pkp_derived,3520,3600,0,80,0,0
60,20,0.3333333333333333,1,88,3520,3600,17,pkp_derived,3520,3600,0,80,0,0
60,20,0.3333333333333333,1,88,3520,3600,18,pkp_derived,3520,3600,0,80,0,0
60,20,0.3333333333333333,1,88,3520,3600,19,pkp_derived,3520,3600,0,80,0,0
60,20,0.3333333333333333,1,88,3520,3600,20,pkp_derived,3520,3600,0,80,0,0
60,20,0.3333333333333333,1,88,3520,3600,21,pkp_derived,3520,3600,0,80,0,0
60,20,0.3333333333333333,1,88,3520,3600,22,pkp_derived,3520,3600,0,80,0,0
60,20,0.3333333333333333,1,88,3520,3600,23,pkp_derived,3520,3600,0,80,0,0
60,20,0.3333333333333333,1,88,3520,3600,24,pkp_derived,3520,3600,0,80,0,0
60,20,0.3333333333333333,1,88,3520,3600,25,pkp_derived,3520,3600,0,80,0,0
60,20,0.3333333333333333,1,88,3520,3600,26,pkp_derived,3520,3600,0,80,0,0
60,20,0.3333333333333333,1,88,3520,3600,27,pkp_derived,3520,3600,0,80,0,0
60,20,0.3333333333333333,1,88,3520,3600,28,pkp_derived,3520,3600,0,80,0,0
60,20,0.3333333333333333,1,88,3520,3600,29,pkp_derived,3520,3600,0,80,0,0
60,20,0.3333333333333333,1,88,3520,3600,30,pkp_derived,3520,3600,0,80,0,0
60,20,0.3333333333333333,1,88,3520,3600,31,pkp_derived,3520,3600,0,80,0,0
60,20,0.3333333333333333,1,88,3520,3600,32,pkp_derived,3520,3600,0,80,0,0
60,20,0.3333333333333333,1,88,3520,3600,33,pkp_derived,3520,3600,0,80,0,0
60,20,0.3333333333333333,1,88,3520,3600,34,pkp_derived,3520,3600,0,80,0,0
60,20,0.3333333333333333,1,88,3520,3600,35,pkp_derived,3520,3600,0,80,0,0
60,20,0.3333333333333333,1,88,3520,3600,36,pkp_derived,3520,3600,0,80,0,0
60,20,0.3333333333333333,1,88,3520,3600,37,pkp_derived,3520,3600,0,80,0,0
60,20,0.3333333333333333,1,88,3520,3600,38,pkp_derived,3520,3600,0,80,0,0
60,20,0.3333333333333333,1,88,3520,3600,39,pkp_derived,3520,3600,0,80,0,0
60,20,0.3333333333333333,1,88,3520,3600,40,pkp_derived,3520,3600,0,80,0,0
60,20,0.3333333333333333,1,88,3520,3600,41,pkp_derived,3520,3600,0,80,0,0
60,20,0.3333333333333333,1,88,3520,3600,42,pkp_derived,3520,3600,0,80,0,0
60,20,0.3333333333333333,1,88,3520,3600,43,pkp_derived,3520,3600,0,80,0,0
60,20,0.3333333333333333,1,88,3520,3600,44,pkp_derived,3520,3600,0,80,0,0
60,20,0.3333333333333333,1,88,3520,3600,45,pkp_derived,3520,3600,0,80,0,0
60,20,0.3333333333333333,1,88,3520,3600,46,pkp_derived,3520,3600,0,80,0,0
60,20,0.3333333333333333,1,88,3520,3600,47,pkp_derived,3520,3600,0,80,0,0
60,20,0.3333333333333333,1,88,3520,3600,48,pkp_derived,3520,3600,0,80,0,0
60,20,0.3333333333333333,1,88,3520,3600,49,pkp_derived,3520,3600,0,80,0,0
60,20,0.3333333333333333,1,88,3520,3600,50,pkp_derived,3520,3600,0,80,0,0
60,20,0.3333333333333333,1,88,3520,3600,51,pkp_derived,3520,3600,0,80,0,0
60,20,0.3333333333333333,1,88,3520,3600,52,pkp_derived,3520,3600,0,80,0,0
60,20,0.3333333333333333,1,88,3520,3600,53,pkp_derived,3520,3600,0,80,0,0
60,20,0.3333333333333333,1,88,3520,3600,54,pkp_derived,3520,3600,0,80,0,0
60,20,0.3333333333333333,1,88,3520,3600,55,pkp_derived,3520,3600,0,80,0,0
60,20,0.3333333333333333,1,88,3520,3600,56,pkp_derived,3520,3600,0,80,0,0
60,20,0.3333333333333333,1,88,3520,3600,57,pkp_derived,3520,3600,0,80,0,0
60,20,0.3333333333333333,1,88,3520,3600,58,pkp_derived,3520,3600,0,80,0,0
60,20,0.3333333333333333,1,88,3520,3600,59,pkp_derived,3520,3600,0,80,0,0
60,20,0.3333333333333333,1,88,3520,3600,60,pkp_derived,3520,3600,0,80,0,0
60,20,0.3333333333333333,1,88,3520,3600,61,pkp_derived,3520,3600,0,80,0,0
60,20,0.3333333333333333,1,88,3520,3600,62,pkp_derived,3520,3600,0,80,0,0
60,20,0.3333333333333333,1,88,3520,3600,63,pkp_derived,3520,3600,0,80,0,0
60,20,0.3333333333333333,1,88,3520,3600,64,pkp_derived,3520,3600,0,80,0,0
60,20,0.3333333333333333,1,88,3520,3600,65,pkp_derived,3520,3600,0,80,0,0
60,20,0.3333333333333333,1,88,3520,3600,66,pkp_derived,3520,3600,0,80,0,0
60,20,0.3333333333333333,1,88,3520,3600,67,pkp_derived,3520,3600,0,80,0,0
60,20,0.3333333333333333,1,88,3520,3600,68,pkp_derived,3520,3600,0,80,0,0
60,20,0.3333333333333333,1,88,3520,3600,69,pkp_derived,3520,3600,0,80,0,0
60,20,0.3333333333333333,1,88,3520,3600,70,pkp_derived,3520,3600,0,80,0,0
60,20,0.3333333333333333,1,88,3520,3600,71,pkp_derived,3520,3600,0,80,0,0
60,20,0.3333333333333333,1,88,3520,3600,72,pkp_derived,3520,3600,0,80,0,0
60,20,0.3333333333333333,1,88,3520,3600,73,pkp_derived,3520,3600,0,80,0,0
60,20,0.3333333333333333,1,88,3520,3600,74,pkp_derived,3520,3600,0,80,0,0
60,20,0.3333333333333333,1,88,3520,3600,75,pkp_derived,3520,3600,0,80,0,0
60,20,0.3333333333333333,1,88,3520,3600,76,pkp_derived,3520,3600,0,80,0,0
60,20,0.3333333333333333,1,88,3520,3600,77,pkp_derived,3520,3600,0,80,0,0
60,20,0.3333333333333333,1,88,3520,3600,78,pkp_derived,3520,3600,0,80,0,0
60,20,0.3333333333333333,1,88,3520,3600,79,pkp_derived,3520,3600,0,80,0,0
60,20,0.3333333333333333,1,88,3520,3600,80,pkp_derived,3520,3600,0,80,0,0
60,20,0.3333333333333333,1,88,3520,3600,81,pkp_derived,3520,3600,0,80,0,0
60,20,0.3333333333333333,1,88,3520,3600,82,pkp_derived,3520,3600,0,80,0,0
60,20,0.3333333333333333,1,88,3520,3600,83,pkp_derived,3520,3600,0,80,0,0
60,20,0.3333333333333333,1,88,3520,3600,84,pkp_derived,3520,3600,0,80,0,0
60,20,0.3333333333333333,1,88,3520,3600,85,pkp_derived,3520,3600,0,80,0,0
60,20,0.3333333333333333,1,88,3520,3600,86,pkp_derived,3520,3600,0,80,0,0
60,20,0.3333333333333333,1,88,3520,3600,87,pkp_derived,3520,3600,0,80,0,0
60,20,0.3333333333333333,1,88,3520,3600,88,pkp_derived,3520,3600,0,80,0,0
60,20,0.3333333333333333,1,88,3520,3600,89,pkp_derived,3520,3600,0,80,0,0
60,20,0.3333333333333333,1,88,3520,3600,90,pkp_derived,3520,3600,0,80,0,0
60,20,0.3333333333333333,1,88,3520,3600,91,pkp_derived,3520,3600,0,80,0,0
60,20,0.3333333333333333,1,88,3520,3600,92,pkp_derived,3520,3600,0,80,0,0
60,20,0.3333333333333333,1,88,3520,3600,93,pkp_derived,3520,3600,0,80,0,0
60,20,0.3333333333333333,1,88,3520,3600,94,pkp_derived,3520,3600,0,80,0,0
60,20,0.3333333333333333,1,88,3520,3600,95,pkp_derived,3520,3600,0,80,0,0
60,20,0.3333333333333333,1,88,3520,3600,96,pkp_derived,3520,3600,0,80,0,0
60,20,0.3333333333333333,1,88,3520,3600,97,pkp_derived,3520,3600,0,80,0,0
60,20,0.3333333333333333,1,88,3520,3600,98,pkp_derived,3520,3600,0,80,0,0
60,20,0.3333333333333333,1,88,3520,3600,99,pkp_derived,3520,3600,0,80,0,0
