n,k,rate,ell,nu,binary_rows,target_rank,instance,source,rank_matrix,rank_augmented,matrix_deficiency,K_rank_gain,K_gain_deficiency,deficiency
48,24,0.5,1,93,2232,2304,54,pkp_derived,2232,2304,0,72,0,0
48,24,0.5,1,93,2232,2304,55,pkp_derived,2232,2304,0,72,0,0
48,24,0.5,1,93,2232,2304,56,pkp_derived,2232,2304,0,72,0,0
48,24,0.5,1,93,2232,2304,57,pkp_derived,2232,2304,0,72,0,0
48,24,0.5,1,93,2232,2304,58,pkp_derived,2232,2304,0,72,0,0
48,24,0.5,1,93,2232,2304,59,pkp_derived,2232,2304,0,72,0,0
48,24,0.5,1,93,2232,2304,60,pkp_derived,2232,2304,0,72,0,0
48,24,0.5,1,93,2232,2304,61,pkp_derived,2232,2304,0,72,0,0
48,24,0.5,1,93,2232,2304,62,pkp_derived,2232,2304,0,72,0,0
48,24,0.5,1,93,2232,2304,63,pkp_derived,2232,2304,0,72,0,0
48,24,0.5,1,93,2232,2304,64,pkp_derived,2232,2304,0,72,0,0
48,24,0.5,1,93,2232,2304,65,pkp_derived,2232,2304,0,72,0,0
48,24,0.5,1,93,2232,2304,66,pkp_derived,2232,2304,0,72,0,0
48,24,0.5,1,93,2232,2304,67,pkp_derived,2232,2304,0,72,0,0
48,24,0.5,1,93,2232,2304,68,pkp_derived,2232,2304,0,72,0,0
48,24,0.5,1,93,2232,2304,69,pkp_derived,2232,2304,0,72,0,0
48,24,0.5,1,93,2232,2304,70,pkp_derived,2232,2304,0,72,0,0
48,24,0.5,1,93,2232,2304,71,pkp_derived,2232,2304,0,72,0,0
48,24,0.5,1,93,2232,2304,72,pkp_derived,2232,2304,0,72,0,0
48,24,0.5,1,93,2232,2304,73,pkp_derived,2232,2304,0,72,0,0
48,24,0.5,1,93,2232,2304,74,pkp_derived,2232,2304,0,72,0,0
48,24,0.5,1,93,2232,2304,75,pkp_derived,2232,2304,0,72,0,0
48,24,0.5,1,93,2232,2304,76,pkp_derived,2232,2304,0,72,0,0
48,24,0.5,1,93,2232,2304,77,pkp_derived,2232,2304,0,72,0,0
48,24,0.5,1,93,2232,2304,78,pkp_derived,2232,2304,0,72,0,0
48,24,0.5,1,93,2232,2304,79,pkp_derived,2232,2304,0,72,0,0
48,24,0.5,1,93,2232,2304,80,pkp_derived,2232,2304,0,72,0,0
48,24,0.5,1,93,2232,2304,81,pkp_derived,2232,2304,0,72,0,0
48,24,0.5,1,93,2232,2304,82,pkp_derived,2232,2304,0,72,0,0
48,24,0.5,1,93,2232,2304,83,pkp_derived,2232,2304,0,72,0,0
48,24,0.5,1,93,2232,2304,84,pkp_derived,2232,2304,0,72,0,0
48,24,0.5,1,93,2232,2304,85,pkp_derived,2232,2304,0,72,0,0
48,24,0.5,1,93,2232,2304,86,pkp_derived,2232,2304,0,72,0,0
48,24,0.5,1,93,2232,2304,87,pkp_derived,2232,2304,0,72,0,0
48,24,0.5,1,93,2232,2304,88,pkp_derived,2232,2304,0,72,0,0
48,24,0.5,1,93,2232,2304,89,pkp_derived,2232,2304,0,72,0,0
48,24,0.5,1,93,2232,2304,90,pkp_derived,2232,2304,0,72,0,0
48,24,0.5,1,93,2232,2304,91,pkp_derived,2232,2304,0,72,0,0
48,24,0.5,1,93,2232,2304,92,pkp_derived,2232,2304,0,72,0,0
48,24,0.5,1,93,2232,2304,93,pkp_derived,2232,2304,0,72,0,0
48,24,0.5,1,93,2232,2304,94,pkp_derived,2232,2304,0,72,0,0
48,24,0.5,1,93,2232,2304,95,pkp_derived,2232,2304,0,72,0,0
48,24,0.5,1,93,2232,2304,96,pkp_derived,2232,2304,0,72,0,0
48,24,0.5,1,93,2232,2304,97,pkp_derived,2232,2304,0,72,0,0
48,24,0.5,1,93,2232,2304,98,pkp_derived,2232,2304,0,72,0,0
48,24,0.5,1,93,2232,2304,99,pkp_derived,2232,2304,0,72,0,0
64,32,0.5,1,125,4000,4096,0,pkp_derived,4000,4096,0,96,0,0
64,32,0.5,1,125,4000,4096,1,pkp_derived,4000,4096,0,96,0,0
64,32,0.5,1,125,4000,4096,2,pkp_derived,4000,4096,0,96,0,0
64,32,0.5,1,125,4000,4096,3,pkp_derived,4000,4096,0,96,0,0
64,32,0.5,1,125,4000,4096,4,pkp_derived,4000,4096,0,96,0,0
64,32,0.5,1,125,4000,4096,5,pkp_derived,4000,4096,0,96,0,0
64,32,0.5,1,125,4000,4096,6,pkp_derived,4000,4096,0,96,0,0
64,32,0.5,1,125,4000,4096,7,pkp_derived,4000,4096,0,96,0,0
64,32,0.5,1,125,4000,4096,8,pkp_derived,4000,4096,0,96,0,0
64,32,0.5,1,125,4000,4096,9,pkp_derived,4000,4096,0,96,0,0
64,32,0.5,1,125,4000,4096,10,pkp_derived,4000,4096,0,96,0,0
64,32,0.5,1,125,4000,4096,11,pkp_derived,4000,4096,0,96,0,0
64,32,0.5,1,125,4000,4096,12,pkp_derived,4000,4096,0,96,0,0
64,32,0.5,1,125,4000,4096,13,pkp_derived,4000,4096,0,96,0,0
64,32,0.5,1,125,4000,4096,14,pkp_derived,4000,4096,0,96,0,0
64,32,0.5,1,125,4000,4096,15,pkp_derived,4000,4096,0,96,0,0
64,32,0.5,1,125,4000,4096,16,pkp_derived,4000,4096,0,96,0,0
64,32,0.5,1,125,4000,4096,17,pkp_derived,4000,4096,0,96,0,0
64,32,0.5,1,125,4000,4096,18,pkp_derived,4000,4096,0,96,0,0
64,32,0.5,1,125,4000,4096,19,pkp_derived,4000,4096,0,96,0,0
64,32,0.5,1,125,4000,4096,20,pkp_derived,4000,4096,0,96,0,0
64,32,0.5,1,125,4000,4096,21,pkp_derived,4000,4096,0,96,0,0
64,32,0.5,1,125,4000,4096,22,pkp_derived,4000,4096,0,96,0,0
64,32,0.5,1,125,4000,4096,23,pkp_derived,4000,4096,0,96,0,0
64,32,0.5,1,125,4000,4096,24,pkp_derived,4000,4096,0,96,0,0
64,32,0.5,1,125,4000,4096,25,pkp_derived,4000,4096,0,96,0,0
64,32,0.5,1,125,4000,4096,26,pkp_derived,4000,4096,0,96,0,0
64,32,0.5,1,125,4000,4096,27,pkp_derived,4000,4096,0,96,0,0
64,32,0.5,1,125,4000,4096,28,pkp_derived,4000,4096,0,96,0,0
64,32,0.5,1,125,4000,4096,29,pkp_derived,4000,4096,0,96,0,0
64,32,0.5,1,125,4000,4096,30,pkp_derived,4000,4096,0,96,0,0
64,32,0.5,1,125,4000,4096,31,pkp_derived,4000,4096,0,96,0,0
64,32,0.5,1,125,4000,4096,32,pkp_derived,4000,4096,0,96,0,0
64,32,0.5,1,125,4000,4096,33,pkp_derived,4000,4096,0,96,0,0
64,32,0.5,1,125,4000,4096,34,pkp_derived,4000,4096,0,96,0,0
64,32,0.5,1,125,4000,4096,35,pkp_derived,4000,4096,0,96,0,0
64,32,0.5,1,125,4000,4096,36,pkp_derived,4000,4096,0,96,0,0
64,32,0.5,1,125,4000,4096,37,pkp_derived,4000,4096,0,96,0,0
64,32,0.5,1,125,4000,4096,38,pkp_derived,4000,4096,0,96,0,0
64,32,0.5,1,125,4000,4096,39,pkp_derived,4000,4096,0,96,0,0
64,32,0.5,1,125,4000,4096,40,pkp_derived,4000,4096,0,96,0,0
64,32,0.5,1,125,4000,4096,41,pkp_derived,4000,4096,0,96,0,0
64,32,0.5,1,125,4000,4096,42,pkp_derived,4000,4096,0,96,0,0
64,32,0.5,1,125,4000,4096,43,pkp_derived,4000,4096,0,96,0,0
64,32,0.5,1,125,4000,4096,44,pkp_derived,4000,4096,0,96,0,0
64,32,0.5,1,125,4000,4096,45,pkp_derived,4000,4096,0,96,0,0
64,32,0.5,1,125,4000,4096,46,pkp_derived,4000,4096,0,96,0,0
64,32,0.5,1,125,4000,4096,47,pkp_derived,4000,4096,0,96,0,0
64,32,0.5,1,125,4000,4096,48,pkp_derived,4000,4096,0,96,0,0
64,32,0.5,1,125,4000,4096,49,pkp_derived,4000,4096,0,96,0,0
64,32,0.5,1,125,4000,4096,50,pkp_derived,4000,4096,0,96,0,0
64,32,0.5,1,125,4000,4096,51,pkp_derived,4000,4096,0,96,0,0
64,32,0.5,1,125,4000,4096,52,pkp_derived,4000,4096,0,96,0,0
64,32,0.5,1,125,4000,4096,53,pkp_derived,4000,4096,0,96,0,0
64,32,0.5,1,125,4000,4096,54,pkp_derived,4000,4096,0,96,0,0
64,32,0.5,1,125,4000,4096,55,pkp_derived,4000,4096,0,96,0,0
64,32,0.5,1,125,4000,4096,56,pkp_derived,4000,4096,0,96,0,0
64,32,0.5,1,125,4000,4096,57,pkp_derived,4000,4096,0,96,0,0
64,32,0.5,1,125,4000,4096,58,pkp_derived,4000,4096,0,96,0,0
64,32,0.5,1,125,4000,4096,59,pkp_derived,4000,4096,0,96,0,0
64,32,0.5,1,125,4000,4096,60,pkp_derived,4000,4096,0,96,0,0
64,32,0.5,1,125,4000,4096,61,pkp_derived,4000,4096,0,96,0,0
64,32,0.5,1,125,4000,4096,62,pkp_derived,4000,4096,0,96,0,0
64,32,0.5,1,125,4000,4096,63,pkp_derived,4000,4096,0,96,0,0
64,32,0.5,1,125,4000,4096,64,pkp_derived,4000,4096,0,96,0,0
64,32,0.5,1,125,4000,4096,65,pkp_derived,4000,4096,0,96,0,0
64,32,0.5,1,125,4000,4096,66,pkp_derived,4000,4096,0,96,0,0
64,32,0.5,1,125,4000,4096,67,pkp_derived,4000,4096,0,96,0,0
64,32,0.5,1,125,4000,4096,68,pkp_derived,4000,4096,0,96,0,0
64,32,0.5,1,125,4000,4096,69,pkp_derived,4000,4096,0,96,0,0
64,32,0.5,1,125,4000,4096,70,pkp_derived,4000,4096,0,96,0,0
64,32,0.5,1,125,4000,4096,71,pkp_derived,4000,4096,0,96,0,0
64,32,0.5,1,125,4000,4096,72,pkp_derived,4000,4096,0,96,0,0
64,32,0.5,1,125,4000,4096,73,pkp_derived,4000,4096,0,96,0,0
64,32,0.5,1,125,4000,4096,74,pkp_derived,4000,4096,0,96,0,0
64,32,0.5,1,125,4000,4096,75,pkp_derived,4000,4096,0,96,0,0
64,32,0.5,1,125,4000,4096,76,pkp_derived,4000,4096,0,96,0,0
64,32,0.5,1,125,4000,4096,77,pkp_derived,4000,4096,0,96,0,0
64,32,0.5,1,125,4000,4096,78,pkp_derived,4000,4096,0,96,0,0
64,32,0.5,1,125,4000,4096,79,pkp_derived,4000,4096,0,96,0,0
64,32,0.5,1,125,4000,4096,80,pkp_derived,4000,4096,0,96,0,0
64,32,0.5,1,125,4000,4096,81,pkp_derived,4000,4096,0,96,0,0
64,32,0.5,1,125,4000,4096,82,pkp_derived,4000,4096,0,96,0,0
64,32,0.5,1,125,4000,4096,83,pkp_derived,4000,4096,0,96,0,0
64,32,0.5,1,125,4000,4096,84,pkp_derived,4000,4096,0,96,0,0
64,32,0.5,1,125,4000,4096,85,pkp_derived,4000,4096,0,96,0,0
64,32,0.5,1,125,4000,4096,86,pkp_derived,4000,4096,0,96,0,0
64,32,0.5,1,125,4000,4096,87,pkp_derived,4000,4096,0,96,0,0
64,32,0.5,1,125,4000,4096,88,pkp_derived,4000,4096,0,96,0,0
64,32,0.5,1,125,4000,4096,89,pkp_derived,4000,4096,0,96,0,0
64,32,0.5,1,125,4000,4096,90,pkp_derived,4000,4096,0,96,0,0
64,32,0.5,1,125,4000,4096,91,pkp_derived,4000,4096,0,96,0,0
64,32,0.5,1,125,4000,4096,92,pkp_derived,4000,4096,0,96,0,0
64,32,0.5,1,125,4000,4096,93,pkp_derived,4000,4096,0,96,0,0
64,32,0.5,1,125,4000,4096,94,pkp_derived,4000,4096,0,96,0,0
64,32,0.5,1,125,4000,4096,95,pkp_derived,4000,4096,0,96,0,0
64,32,0.5,1,125,4000,4096,96,pkp_derived,4000,4096,0,96,0,0
64,32,0.5,1,125,4000,4096,97,pkp_derived,4000,4096,0,96,0,0
64,32,0.5,1,125,4000,4096,98,pkp_derived,4000,4096,0,96,0,0
64,32,0.5,1,125,4000,4096,99,pkp_derived,4000,4096,0,96,0,0
