n,k,rate,ell,nu,binary_rows,target_rank,instance,source,rank_matrix,rank_augmented,matrix_deficiency,K_rank_gain,K_gain_deficiency,deficiency
32,16,0.5,1,61,976,1024,12,pkp_derived,976,1024,0,48,0,0
32,16,0.5,1,61,976,1024,13,pkp_derived,976,1024,0,48,0,0
32,16,0.5,1,61,976,1024,14,pkp_derived,976,1024,0,48,0,0
32,16,0.5,1,61,976,1024,15,pkp_derived,976,1024,0,48,0,0
32,16,0.5,1,61,976,1024,16,pkp_derived,976,1024,0,48,0,0
32,16,0.5,1,61,976,1024,17,pkp_derived,976,1024,0,48,0,0
32,16,0.5,1,61,976,1024,18,pkp_derived,976,1024,0,48,0,0
32,16,0.5,1,61,976,1024,19,pkp_derived,976,1024,0,48,0,0
32,16,0.5,1,61,976,1024,20,pkp_derived,976,1024,0,48,0,0
32,16,0.5,1,61,976,1024,21,pkp_derived,976,1024,0,48,0,0
32,16,0.5,1,61,976,1024,22,pkp_derived,976,1024,0,48,0,0
32,16,0.5,1,61,976,1024,23,pkp_derived,976,1024,0,48,0,0
32,16,0.5,1,61,976,1024,24,pkp_derived,976,1024,0,48,0,0
32,16,0.5,1,61,976,1024,25,pkp_derived,976,1024,0,48,0,0
32,16,0.5,1,61,976,1024,26,pkp_derived,976,1024,0,48,0,0
32,16,0.5,1,61,976,1024,27,pkp_derived,976,1024,0,48,0,0
32,16,0.5,1,61,976,1024,28,pkp_derived,976,1024,0,48,0,0
32,16,0.5,1,61,976,1024,29,pkp_derived,976,1024,0,48,0,0
32,16,0.5,1,61,976,1024,30,pkp_derived,976,1024,0,48,0,0
32,16,0.5,1,61,976,1024,31,pkp_derived,976,1024,0,48,0,0
32,16,0.5,1,61,976,1024,32,pkp_derived,976,1024,0,48,0,0
32,16,0.5,1,61,976,1024,33,pkp_derived,976,1024,0,48,0,0
32,16,0.5,1,61,976,1024,34,pkp_derived,976,1024,0,48,0,0
32,16,0.5,1,61,976,1024,35,pkp_derived,976,1024,0,48,0,0
32,16,0.5,1,61,976,1024,36,pkp_derived,976,1024,0,48,0,0
32,16,0.5,1,61,976,1024,37,pkp_derived,976,1024,0,48,0,0
32,16,0.5,1,61,976,1024,38,pkp_derived,976,1024,0,48,0,0
32,16,0.5,1,61,976,1024,39,pkp_derived,976,1024,0,48,0,0
32,16,0.5,1,61,976,1024,40,pkp_derived,976,1024,0,48,0,0
32,16,0.5,1,61,976,1024,41,pkp_derived,976,1024,0,48,0,0
32,16,0.5,1,61,976,1024,42,pkp_derived,976,1024,0,48,0,0
32,16,0.5,1,61,976,1024,43,pkp_derived,976,1024,0,48,0,0
32,16,0.5,1,61,976,1024,44,pkp_derived,976,1024,0,48,0,0
32,16,0.5,1,61,976,1024,45,pkp_derived,976,1024,0,48,0,0
32,16,0.5,1,61,976,1024,46,pkp_derived,976,1024,0,48,0,0
